,case_name,cl_cited_by,cl_id,usCite,usCite_cited_by
400,North Haven Bd. of Ed. v. Bell,"set(['527113', '697670', '729930', '480434', '686752', '808268', '458638', '70696', '197096', '454507', '484725', '463347', '185747', '616158', '111047', '111043', '785874', '201443', '589634', '794251', '484320', '781676', '553841', '70689', '445238', '70683', '724422', '111109', '724981', '516408', '7728', '746835', '482252', '486622', '785847', '784236', '412061', '142881', '482832', '546388', '608148', '587289', '12688', '194677', '735349', '7729', '206235', '593905', '118493', '452057', '418014', '437280', '203627', '715801', '493229', '584', '775093', '806097', '70701', '430654', '743024', '118232', '474072', '767045', '487248', '11928', '112573', '19775', '507065', '19779', '446761', '509583', '216684', '475253', '427596', '611042', '762510', '544217', '500069', '201817', '150292', '494227', '515190', '747767', '457602', '538791', '131157', '675724', '723799', '490621', '651', '415517', '526463', '439956', '432011', '20890', '460033', '779017', '752141', '582683', '622112', '524608', '6611', '111747', '160796', '711211', '526958', '791589', '605525', '873554', '199901', '675715', '110905', '732339', '434894', '186853', '440091', '198461', '554949', '151208', '777650', '445036', '195256', '501705', '5057', '735384', '766978', '792379', '535995', '572200', '206373', '681675', '616098', '744051', '744597', '750485', '462539', '1192958', '1026483', '751389', '19776', '164351', '426223', '19778', '437268', '1196351', '199640', '698429', '419990', '503857', '76953', '111011', '111111', '566630', '792997', '185877', '744601'])",set(['110707']),456 U.S. 512,"set(['540 U.S. 461', '499 U.S. 467', '463 U.S. 713', '544 U.S. 167', '465 U.S. 555', '464 U.S. 16', '478 U.S. 421', '535 U.S. 212', '460 U.S. 824', '524 U.S. 274', '464 U.S. 67', '465 U.S. 624'])"
401,Fried v. New York,set(['106881']),set(['106911']),378 U.S. 578,set(['378 U.S. 368'])
402,Ames v. Kansas Ex Rel. Johnston,set(['']),set(['1960562']),111 U.S. 449,set([])
403,Zant v. Stephens,"set(['431956', '1080901', '489913', '19015', '1129477', '674653', '112210', '520052', '1127370', '476834', '1158185', '23176', '1089813', '768526', '529744', '575901', '900041', '759204', '900046', '441777', '1195594', '508443', '430578', '158091', '1091971', '424057', '1059306', '464815', '853442', '584523', '111092', '836120', '585300', '793886', '542320', '1130843', '484665', '584155', '222406', '111806', '561210', '759483', '430956', '484743', '489605', '112773', '775226', '864659', '797866', '111271', '1191600', '550173', '854160', '854161', '688709', '667637', '456198', '158618', '145972', '145973', '1078032', '749371', '521018', '793735', '746449', '507389', '1057584', '749808', '867592', '67497', '797839', '439961', '1163371', '697732', '586855', '503767', '112383', '860185', '162747', '1061040', '63514', '111473', '111471', '557090', '783386', '776960', '516535', '112316', '1167670', '504466', '1061039', '1134580', '442948', '684384', '996601', '16537', '470083', '150506', '776707', '573087', '714176', '175794', '427762', '118164', '759243', '1060741', '484965', '713350', '159789', '154618', '516996', '770908', '512641', '481726', '480363', '112659', '584734', '656582', '726574', '424762', '1057701', '1149528', '516191', '807966', '802447', '732321', '715648', '506137', '37898', '706839', '752499', '27342', '732442', '491680', '169340', '791603', '867405', '867402', '604649', '795772', '446964', '677445', '844217', '438824', '440341', '702508', '174143', '777194', '1035259', '800201', '160936', '867539', '457847', '1157221', '477867', '474102', '854035', '835910', '570528', '177424', '425261', '765379', '628324', '759707', '4981', '735735', '1197022', '1199618', '663718', '573955', '988505', '1207005', '142897', '569354', '1201845', '1122619', '547613', '1179776', '1102857', '495040', '1202382', '145694', '487429', '878909', '796039', '440116', '1096555', '526101', '1133523', '529395', '1025021', '171945', '47608', '493917', '533849', '503803', '425985', '1120767', '77758', '788756', '902181', '900674', '709539', '676046', '18242', '481391', '112468', '542873', '698366', '1155987', '176886', '504880', '531394', '793959', '490144', '683594', '112487', '118033', '112485', '766777', '439243', '590958', '1099733', '853215', '194641', '111018', '111019', '569132', '821245', '502254', '111017', '1119842', '1048879', '1058590', '427590', '854174', '661479', '795185', '588158', '454788', '751595', '490141', '852915', '1135463', '879999', '726096', '867449', '111869', '6365', '6364', '1160204', '800484', '111589', '535345', '152936', '572640', '1148135', '1035209', '718361', '785129', '435117', '1158483', '785596', '1173400', '679514', '1111189', '155680', '713279', '112122', '1167688', '1169430', '882734', '882733', '797711', '1159846', '555452', '988542', '596512', '1159920', '779402', '427538', '423527', '629088', '863699', '453006', '453004', '698337', '117875', '202737', '487209', '599001', '797987', '901536', '1060278', '529747', '501685', '1044041', '797205', '512469', '662908', '785249', '1126715', '111046', '159032', '1154894', '772959', '111250', '523193', '76181', '550152', '516482', '1208275', '1163403', '518887', '71615', '786766', '472570', '111957', '1060373', '863072', '213777', '1122626', '776587', '526161', '1087955', '473701', '440524', '111558', '1060495', '475445', '537726', '779801', '78231', '729638', '112277', '864530', '13999', '1194691', '509516', '1196626', '493633', '698719', '528434', '112400', '471799', '453284', '453286', '884777', '556554', '788338', '490971', '112085', '574349', '788330', '429505', '149784', '712987', '534834', '789147', '492653', '861906', '775694', '112477', '861578', '112705', '112702', '1172674', '687661', '687663', '779437', '672074', '1155617', '5435', '546363', '145632', '533583', '662458', '1176187', '1202373', '515468', '536104', '729740', '883852', '622360', '786645', '609824', '865377', '1205777', '75671', '604932', '76913', '697321', '1205179', '771911', '558008', '1084629', '793396', '867372', '111170', '40767', '1111433', '111455', '111322', '678513', '884778', '41361', '449751', '627434', '488755', '550105', '694604', '1171916', '461434', '154173', '1106460', '491776', '853484', '513977', '527548', '112838', '519617', '161514', '519615', '860725', '112524', '111978', '551320', '1173238', '425969', '751853', '477862', '490938', '1129992', '1126278', '787457', '487835', '440132', '1088615', '470038', '22215', '426397', '569301', '770280', '776931', '18057', '60205', '776201', '112388', '1195124', '505509', '178907', '74418', '528874', '663421', '74417', '73255', '779947', '779945', '709518', '464808', '788801', '449288', '174882', '501759', '261', '804607', '765813', '712263', '526990', '481324', '13163', '566866', '1077329', '1172635', '112182', '771615', '1155625', '1196549', '518421', '496812', '609250', '1140198', '1060392', '713024', '1047207', '517702', '553434', '1130099', '1073079', '900277', '112643', '111568', '445593', '1110125', '20737', '112367', '46696', '1126332', '785678', '199336', '507125', '710054', '795150', '564343', '112418', '784041', '117851', '429803', '768459', '5046', '1205258', '556380', '1196369', '1099664', '112096', '34847', '1083870', '74560', '514627', '1197890', '424004', '861914', '1159824', '899829', '569144', '788496', '1108145', '785952', '48706', '1060917', '449226', '789466', '672141', '470387', '74561', '763768', '479013', '547013', '755880', '1152478', '532100', '45979', '543140', '1102714', '683151', '1084995', '1172016', '867415', '1122542', '1122543', '784555', '1057782', '802355', '447048', '465428', '447045', '756995', '775877', '111921', '136998', '152858', '844209', '602802', '502471', '444658', '461234', '463520', '111660', '1202281', '768679', '14001', '117976', '160341', '781794', '111728', '447633', '503427', '564919', '111393', '520293', '1110043', '666559', '664129', '689616', '786742', '112326', '112325', '1084370', '1129610', '435879', '1205096'])",set(['110984']),462 U.S. 862,"set(['492 U.S. 302', '474 U.S. 1073', '487 U.S. 164', '492 U.S. 361', '542 U.S. 406', '494 U.S. 433', '484 U.S. 231', '497 U.S. 227', '466 U.S. 668', '481 U.S. 279', '470 U.S. 1039', '544 U.S. 622', '472 U.S. 320', '502 U.S. 46', '492 U.S. 1', '463 U.S. 880', '482 U.S. 496', '503 U.S. 159', '546 U.S. 212', '498 U.S. 308', '503 U.S. 222', '495 U.S. 149', '474 U.S. 883', '497 U.S. 764', '468 U.S. 1231', '486 U.S. 578', '511 U.S. 485', '464 U.S. 46', '496 U.S. 914', '476 U.S. 28', '517 U.S. 748', '465 U.S. 37', '493 U.S. 907', '507 U.S. 463', '469 U.S. 971', '472 U.S. 372', '489 U.S. 401', '463 U.S. 939', '512 U.S. 967', '479 U.S. 906', '468 U.S. 447', '471 U.S. 1080', '477 U.S. 527', '505 U.S. 333', '474 U.S. 376', '486 U.S. 367', '494 U.S. 738', '522 U.S. 269', '483 U.S. 776', '488 U.S. 877', '463 U.S. 992', '490 U.S. 805', '501 U.S. 808', '516 U.S. 10', '494 U.S. 299', '497 U.S. 639', '512 U.S. 1'])"
404,Spargo v. New York Commission on Judicial Conduct,set(['']),"set(['136857', '136856', '136855', '136854', '136860', '136861', '136862', '136863', '136859', '136858'])",541 U.S. 1085,set([])
405,Madrigal-Trujillo v. United States,"set(['', '2735', '2739'])","set(['119371', '119370', '119373', '119372', '119366', '119367', '119364', '119365', '119368', '119369', '119363', '119360', '119362', '119361', '119374'])",535 U.S. 977,set([])
406,Waller v. Georgia,"set(['43880', '767701', '474635', '77374', '150398', '755848', '447538', '1039877', '1053704', '1037058', '734120', '848622', '848623', '773146', '112702', '200819', '731303', '149472', '151416', '463183', '206567', '722384', '791972', '702298', '47608', '184190', '28969', '721484', '790362', '1203693', '198286', '1009165', '732465', '771580', '809166', '799296', '220786', '757744', '748877', '532851', '780480', '811596', '654273', '482820', '788866', '1746', '523193', '1060668', '780565', '824491', '748424', '802932', '899673', '197969', '1060664', '197376', '687591', '874787', '493929', '764820', '481996', '219003', '888170', '789420', '815193', '948391', '112566', '675697', '118106', '199068', '159242', '182064', '438963', '1096644', '794389', '1113376', '1045925', '1151924', '1040388', '776066', '165241', '526162', '791659', '2451', '800373', '857968', '175355', '1182010', '577733', '746858', '1070378', '783403', '810703', '1188885', '801765', '152012', '760364', '661592', '779801', '752937', '731292', '785305', '730988', '776904', '821313', '218188', '173641', '816390', '1200226', '766530', '810133', '1071960', '168433', '145631', '47622', '898329', '618625', '775540', '1127355', '594076', '1160811', '201031', '74738', '787685', '1058354', '615293', '754040', '676123', '785443', '1206246', '738972', '74737', '620169', '895818', '895812', '730837', '786824', '15630', '1058990', '111735', '844164', '441653', '783483', '789037', '1053779', '76918', '1127711', '770556', '1035861', '1156228', '514807', '1057584', '898330', '757052', '1058329', '880825', '681306', '718746', '807649', '862305', '2598', '1034897', '857997', '203378', '807645', '715785', '621141', '1203560', '56184', '782255', '160258', '1039847', '771707', '550885', '1060532', '783386', '223528', '150674', '1083971', '793426', '145633', '787145', '678565', '710054', '739743', '492039', '792256', '899826', '771705', '815348', '779118', '767696', '563884', '732307', '203289', '752501', '800388', '118298', '1110023', '75348', '751763', '582727', '779702', '202706', '7891', '890770', '760155', '465431', '454797', '867549', '203780', '795943', '773292', '770724', '740279', '186880', '469117', '796176', '516997', '731222', '583474', '214027', '536037', '623883', '1097574', '1049863', '168882', '221342', '155060', '892778', '112280', '733349', '778303', '854728', '493896', '812470', '816459', '146982', '857970', '664003', '784555', '696254', '788361', '173688', '458861', '460324', '454931', '1079015', '150635', '546917', '1084919', '457615', '447884', '439077', '858809', '1038414', '180448', '658551', '793400', '529171', '714081', '885541', '658098', '1048045', '768611', '213411', '766731', '743581', '75349', '160186', '70354', '1152944', '767004', '150013', '70359', '620124', '1061677', '510264', '174274', '592222', '783524', '767495', '1078486', '783292', '670812', '765739', '762141', '761572', '165702', '792200', '1095498', '509294', '789276', '773609', '546167', '584052', '773378', '155605', '731284', '1084373', '1056515', '613588'])",set(['111186']),467 U.S. 39,"set(['130 S. Ct. 721', '520 U.S. 461', '503 U.S. 159', '490 U.S. 858', '478 U.S. 1', '499 U.S. 279', '527 U.S. 1'])"
407,United States v. Morrison,"set(['203255', '362912', '348399', '478273', '432023', '617718', '109686', '474024', '782435', '547604', '111194', '392912', '110973', '362206', '341558', '352506', '390846', '349600', '109547', '109816', '507156', '898949', '856830', '109894', '1370326', '109631', '36482', '440179', '111546', '109563', '1122778', '109895', '1408562', '370951', '1120796', '159242'])",set(['109546']),429 U.S. 1,"set(['437 U.S. 82', '429 U.S. 5', '431 U.S. 943', '435 U.S. 268', '462 U.S. 579', '467 U.S. 203', '474 U.S. 159', '437 U.S. 54', '430 U.S. 564', '429 U.S. 121'])"
408,Belcher v. Florida,set(['']),set(['1290558']),552 U.S. 1026,set([])
409,Clancy v. United States,"set(['518440', '260415', '265906', '109417', '285520', '109292', '302569', '268935', '271424', '307853', '2185350', '330669', '439202', '467489', '281011', '254349', '266960', '259263', '268057', '254465', '186155', '12185', '289912', '109033', '322478', '265974', '266622', '396937', '257356', '275939', '2150467', '108610', '264423', '329758', '355161', '273925', '433585', '409460', '368287', '402521', '254374', '261504', '417797', '275568', '431705', '652900', '323836', '384751', '256796', '555041', '1039272', '258145', '359861', '397941', '280866', '278411', '583921', '106512', '268312', '253334', '273830', '256876', '309480', '267826'])",set(['106177']),365 U.S. 312,"set(['371 U.S. 341', '422 U.S. 225', '425 U.S. 94', '408 U.S. 606', '416 U.S. 909'])"
